  563021881 function calls (543904580 primitive calls) in 3155.995 seconds

  Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  6944863    1.635    0.000    1.635    0.000 /usr/lib/python3.12/logging/__init__.py:1790(isEnabledFor)
   371112    1.629    0.000    1.629    0.000 {method 'join' of 'str' objects}
   353282    0.880    0.000    1.593    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/workspace.py:220(_get_routing_target_database)
   353282    1.178    0.000    1.574    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_work/summary.py:356(__init__)
   111729    0.247    0.000    1.563    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/result.py:239(on_records)
  4462842    1.557    0.000    1.557    0.000 {method '__exit__' of 'memoryview' objects}
  3049714    1.547    0.000    1.547    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_codec/packstream/v1/__init__.py:507(pop_u16)
  2826256    0.970    0.000    1.545    0.000 /usr/lib/python3.12/enum.py:1267(__hash__)
 15281598    1.496    0.000    1.496    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_codec/packstream/v1/__init__.py:93(<genexpr>)
   353282    0.816    0.000    1.475    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/api.py:380(protocol_version)
  1059846    0.958    0.000    1.451    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/io/_common.py:110(_clear)
   223458    0.191    0.000    1.390    0.000 {method 'extend' of 'collections.deque' objects}
  3532820    0.677    0.000    1.374    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_conf.py:340(__getitem__)
  2472974    1.357    0.000    1.357    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_conf.py:195(keys)
 10115354    1.353    0.000    1.353    0.000 {built-in method builtins.callable}
  1059846    0.494    0.000    1.283    0.000 <frozen abc>:117(__instancecheck__)
   223458    0.398    0.000    1.199    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/result.py:249(<genexpr>)
   353282    0.712    0.000    1.183    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_work/summary.py:178(_set_notifications)
   353282    0.388    0.000    1.179    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_deadline.py:67(from_timeout_or_deadline)
  2826256    0.932    0.000    1.175    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_codec/packstream/v1/__init__.py:258(tmp_buffer)
   353282    0.620    0.000    1.130    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/workspace.py:57(__init__)
  1413128    0.800    0.000    1.027    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_codec/packstream/v1/__init__.py:209(_pack_map_header)
  1749646    1.024    0.000    1.024    0.000 {built-in method _struct.pack}
  3644549    1.008    0.000    1.008    0.000 {built-in method time.monotonic}
   353282    0.384    0.000    0.999    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/io/_pool.py:337(health_check)
  1413128    0.959    0.000    0.959    0.000 {method 'update' of 'dict' objects}
  4109560    0.917    0.000    0.917    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_async_compat/network/_bolt_socket.py:315(_socket)
   353282    0.839    0.000    0.915    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/io/_pool.py:155(_acquire_from_pool)
   353282    0.241    0.000    0.894    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_deadline.py:33(expired)
   353282    0.315    0.000    0.847    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_conf.py:343(__iter__)
  1413128    0.831    0.000    0.831    0.000 {built-in method builtins.min}
  2153670    0.824    0.000    0.824    0.000 {built-in method _struct.unpack}
  2584703    0.817    0.000    0.817    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/io/_common.py:190(outer)
  2576081    0.811    0.000    0.811    0.000 {method 'encode' of 'str' objects}
  2584703    0.558    0.000    0.798    0.000 /usr/lib/python3.12/inspect.py:371(isfunction)
  1059846    0.788    0.000    0.788    0.000 {built-in method _abc._abc_instancecheck}
  3318410    0.788    0.000    0.788    0.000 {built-in method builtins.setattr}
  2472974    0.766    0.000    0.766    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_codec/packstream/v1/__init__.py:270(is_tmp_buffering)
  1524857    0.509    0.000    0.757    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_codec/packstream/v1/__init__.py:278(reset)
  1766410    0.731    0.000    0.731    0.000 {method 'startswith' of 'str' objects}
  1524857    0.714    0.000    0.714    0.000 {method 'tobytes' of 'memoryview' objects}
   353282    0.627    0.000    0.706    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_deadline.py:22(__init__)
   353282    0.431    0.000    0.698    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/io/_pool.py:141(ssr_enabled)
   353282    0.283    0.000    0.693    0.000 /usr/lib/python3.12/threading.py:424(notify_all)
  1413128    0.684    0.000    0.685    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/io/_common.py:234(__init__)
   111729    0.375    0.000    0.673    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_data.py:71(__new__)
   120776    0.459    0.000    0.670    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_work/summary.py:433(_from_metadata)
   353282    0.395    0.000    0.660    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/transaction.py:97(on_begin_success)
   353282    0.221    0.000    0.659    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/result.py:253(_on_summary)
  2826256    0.655    0.000    0.655    0.000 {method 'items' of 'dict' objects}
   353282    0.332    0.000    0.653    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_deadline.py:36(to_timeout)
   111729    0.197    0.000    0.639    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_data.py:137(__getitem__)
   353282    0.322    0.000    0.632    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/result.py:166(_qid)
   353282    0.614    0.000    0.614    0.000 /usr/lib/python3.12/typing.py:392(inner)
  2826256    0.575    0.000    0.575    0.000 {built-in method builtins.hash}
  2472974    0.553    0.000    0.553    0.000 {method 'clear' of 'bytearray' objects}
   706564    0.331    0.000    0.551    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/io/_bolt.py:208(connection_id)
   353282    0.541    0.000    0.543    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/session.py:120(__enter__)
  1896232    0.507    0.000    0.507    0.000 {method 'setdefault' of 'dict' objects}
   353282    0.452    0.000    0.504    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/io/_bolt.py:971(stale)
  1636586    0.486    0.000    0.486    0.000 {method 'popleft' of 'collections.deque' objects}
   353282    0.288    0.000    0.451    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/workspace.py:126(_initialize_bookmarks)
  1524857    0.434    0.000    0.434    0.000 {built-in method builtins.hasattr}
  1413128    0.424    0.000    0.424    0.000 {built-in method builtins.divmod}
   353282    0.410    0.000    0.410    0.000 /usr/lib/python3.12/enum.py:816(__iter__)
   353282    0.231    0.000    0.376    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/workspace.py:119(_set_pinned_database)
  1413128    0.375    0.000    0.375    0.000 {method 'keys' of 'dict' objects}
  1413128    0.371    0.000    0.371    0.000 /usr/lib/python3.12/enum.py:820(<genexpr>)
  1524857    0.361    0.000    0.361    0.000 {method 'append' of 'collections.deque' objects}
   353282    0.255    0.000    0.358    0.000 /usr/lib/python3.12/threading.py:394(notify)
   353282    0.297    0.000    0.354    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/io/_bolt.py:483(re_auth)
  1766410    0.344    0.000    0.344    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/io/_bolt.py:1023(closed)
  2826256    0.336    0.000    0.336    0.000 /usr/lib/python3.12/enum.py:1287(name)
   353282    0.199    0.000    0.322    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/session.py:123(__exit__)
   120776    0.304    0.000    0.317    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_work/summary.py:150(_notification_from_status)
  1059846    0.316    0.000    0.316    0.000 {method '__exit__' of '_thread.RLock' objects}
   353282    0.212    0.000    0.315    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/workspace.py:168(_update_bookmark)
   353282    0.202    0.000    0.288    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/io/_bolt5.py:883(telemetry)
  1766410    0.288    0.000    0.288    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/io/_bolt.py:1026(defunct)
   353282    0.266    0.000    0.266    0.000 {built-in method builtins.max}
  1524857    0.248    0.000    0.248    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_codec/packstream/v1/__init__.py:488(reset)
   111729    0.226    0.000    0.240    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_data.py:86(_super_getitem_single)
   814302    0.212    0.000    0.212    0.000 {method 'append' of 'list' objects}
   353282    0.206    0.000    0.206    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/io/_bolt5.py:114(is_reset)
  1413128    0.190    0.000    0.190    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/io/_bolt5.py:107(_get_client_state_manager)
   111729    0.115    0.000    0.182    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_data.py:179(index)
   706564    0.160    0.000    0.160    0.000 {method 'pop' of 'dict' objects}
   353282    0.159    0.000    0.159    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/io/_pool.py:92(has_feature)
   120776    0.155    0.000    0.155    0.000 <string>:2(__init__)
   706564    0.140    0.000    0.140    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/workspace.py:104(_make_db_resolution_callback)
   223458    0.074    0.000    0.127    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/result.py:243(<genexpr>)
   353282    0.123    0.000    0.123    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/session.py:195(close)
   362329    0.122    0.000    0.122    0.000 /usr/lib/python3.12/enum.py:1292(value)
   120776    0.059    0.000    0.121    0.000 /usr/lib/python3.12/logging/__init__.py:1529(info)
   706564    0.118    0.000    0.118    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/workspace.py:145(_get_bookmarks)
   353282    0.117    0.000    0.117    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/io/_bolt5.py:1112(_make_enrich_statuses_handler)
   353282    0.110    0.000    0.110    0.000 {method 'clear' of 'collections.deque' objects}
   353282    0.103    0.000    0.103    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/workspace.py:154(_update_bookmarks)
   353282    0.103    0.000    0.103    0.000 {method '_is_owned' of '_thread.RLock' objects}
   353282    0.096    0.000    0.096    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/driver.py:556(_check_state)
   353282    0.090    0.000    0.090    0.000 {built-in method builtins.iter}
   111729    0.085    0.000    0.085    0.000 {built-in method __new__ of type object at 0xa44b40}
   353282    0.068    0.000    0.068    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_util/_context_bool.py:24(__init__)
   353282    0.065    0.000    0.065    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/workspace.py:317(_check_state)
   353282    0.058    0.000    0.058    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_auth_management.py:314(to_auth_dict)
   353282    0.055    0.000    0.055    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/transaction.py:120(_result_on_closed_handler)
   353282    0.049    0.000    0.049    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/auth_management.py:50(get_auth)
   120105    0.047    0.000    0.047    0.000 {method 'lower' of 'str' objects}
   352549    0.046    0.000    0.046    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_sync/work/workspace.py:74(__del__)
   353282    0.046    0.000    0.046    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_util/_context_bool.py:27(__bool__)
   353282    0.045    0.000    0.045    0.000 /usr/lib/python3.12/typing.py:2154(cast)
   111729    0.044    0.000    0.044    0.000 {method 'index' of 'tuple' objects}
   120776    0.028    0.000    0.028    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/neo4j/_debug/_notification_printer.py:30(__init__)
    18844    0.020    0.000    0.024    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:1001(children)
    13132    0.017    0.000    0.020    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:411(children)
     3313    0.018    0.000    0.020    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:334(children)
     9092    0.014    0.000    0.018    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:218(children)
     1533    0.008    0.000    0.009    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:573(children)
     1331    0.007    0.000    0.008    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:912(children)
     6069    0.006    0.000    0.008    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:856(children)
     3287    0.006    0.000    0.007    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:314(children)
     1145    0.005    0.000    0.006    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:837(children)
     2404    0.004    0.000    0.005    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:756(children)
     3270    0.004    0.000    0.005    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:639(children)
     3415    0.004    0.000    0.005    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:1041(children)
     2162    0.003    0.000    0.003    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:1059(children)
     2439    0.003    0.000    0.003    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:1021(children)
        1    0.002    0.002    0.003    0.003 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:591(children)
     1145    0.002    0.000    0.002    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:660(children)
     1141    0.001    0.000    0.002    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:873(children)
      738    0.001    0.000    0.001    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:175(children)
      476    0.001    0.000    0.001    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:196(children)
       99    0.001    0.000    0.001    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:555(children)
      755    0.001    0.000    0.001    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:538(children)
      263    0.000    0.000    0.001    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:932(children)
       62    0.000    0.000    0.000    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:1077(children)
      107    0.000    0.000    0.000    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:798(children)
       70    0.000    0.000    0.000    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:471(children)
       99    0.000    0.000    0.000    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:520(children)
      174    0.000    0.000    0.000    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:706(children)
       26    0.000    0.000    0.000    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:1096(children)
       15    0.000    0.000    0.000    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:612(children)
       67    0.000    0.000    0.000    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:1116(children)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       33    0.000    0.000    0.000    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:276(children)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:234(_acquireLock)
       16    0.000    0.000    0.000    0.000 /home/sara/.cache/pypoetry/virtualenvs/s-call-graph-EF0hbMRp-py3.12/lib/python3.12/site-packages/pycparser/c_ast.py:490(children)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1776(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1369(disable)
